Entry Date,Exit Date,Holding Period (Months),Buy Price,Sell Price,Profit/Loss,Effective Annual Gain (%),Status
2011-12-20,2012-03-27,3.27,207.1,259.42,25265.56,131.41,Completed
2013-08-29,2014-03-14,6.57,286.02,366.08,27987.07,57.96,Completed
2020-04-08,2020-10-15,6.33,888.9,1169.25,31538.98,69.32,Completed
2022-03-09,2022-11-10,8.2,1371.15,1524.75,11202.27,17.06,Completed
2023-09-26,2024-08-01,10.33,1537.65,1638.8,6578.22,7.79,Completed
