Entry Date,Exit Date,Holding Period (Months),Buy Price,Sell Price,Profit/Loss,Effective Annual Gain (%),Status
2006-12-18,2007-12-05,11.73,638.65,700.85,9739.29,10.12,Completed
2008-05-26,2009-05-11,11.67,302.38,340.5,12608.52,13.18,Completed
2012-07-17,2012-10-22,3.23,1445.05,1786.4,23622.02,122.1,Completed
2015-04-20,2015-12-04,7.6,2022.05,2472.55,22279.37,37.99,Completed
2016-03-16,2016-06-09,2.83,2250.0,2592.35,15215.56,83.71,Completed
2018-05-09,2019-03-27,10.73,2872.0,2980.1,3763.93,4.28,Completed
2020-05-07,2020-10-12,5.27,2406.55,3022.75,25605.12,69.32,Completed
2021-11-12,2022-06-06,6.87,3635.05,3817.0,5005.43,9.04,Completed
2022-12-28,2023-04-28,4.03,3586.85,4431.95,23561.07,89.31,Completed
