Entry Date,Exit Date,Holding Period (Months),Buy Price,Sell Price,Profit/Loss,Effective Annual Gain (%),Status
2015-11-24,2016-04-04,4.4,21.37,30.52,42790.29,167.77,Completed
2018-05-24,2020-11-24,30.5,54.82,54.83,18.25,0.01,Completed
2022-06-09,2023-01-19,7.47,104.49,123.55,18246.64,31.4,Completed
2024-11-13,Still Holding,1.87,139.17,132.64,-4692.1,,Holding
