Entry Date,Exit Date,Holding Period (Months),Buy Price,Sell Price,Profit/Loss,Effective Annual Gain (%),Status
2018-09-04,2019-05-23,8.7,664.85,671.4,985.19,1.38,Completed
2022-05-16,2022-08-30,3.53,1044.65,1329.1,27229.21,129.16,Completed
2023-03-27,2023-08-23,4.97,1099.3,1300.25,18279.81,50.87,Completed
