Entry Date,Exit Date,Holding Period (Months),Buy Price,Sell Price,Profit/Loss,Effective Annual Gain (%),Status
2019-05-02,2019-10-07,5.27,1265.2,1847.3,46008.55,139.74,Completed
2022-05-09,2023-09-14,16.43,3520.3,3808.05,8174.02,5.99,Completed
2024-12-13,Still Holding,0.93,3652.3,3686.25,929.55,,Holding
