Entry Date,Exit Date,Holding Period (Months),Buy Price,Sell Price,Profit/Loss,Effective Annual Gain (%),Status
2007-06-13,2007-09-21,3.33,109.25,147.75,35240.27,200.98,Completed
2008-04-23,2010-03-08,22.8,115.05,115.1,43.46,0.02,Completed
2011-07-07,2011-10-05,3.0,129.4,149.05,15185.48,77.42,Completed
2013-06-12,2014-05-14,11.2,174.3,223.95,28485.37,31.3,Completed
2015-08-14,2016-06-10,10.03,226.3,235.3,3977.02,4.84,Completed
2018-03-19,2019-03-27,12.43,231.15,232.25,475.88,0.47,Completed
2019-08-30,2020-09-15,12.73,202.35,217.45,7462.31,7.12,Completed
2022-03-03,2022-08-22,5.73,290.2,408.0,40592.69,106.06,Completed
2024-11-27,Still Holding,1.47,515.0,511.25,-728.16,,Holding
