Entry Date,Exit Date,Holding Period (Months),Buy Price,Sell Price,Profit/Loss,Effective Annual Gain (%),Status
2008-03-04,2009-05-25,14.9,13.4,13.54,1036.44,0.85,Completed
2010-08-20,2014-06-05,46.17,17.89,18.03,782.08,0.21,Completed
2016-05-24,2016-09-30,4.3,33.6,37.72,12250.87,38.68,Completed
2018-04-13,2021-03-01,35.1,47.5,48.65,2421.06,0.83,Completed
