Entry Date,Exit Date,Holding Period (Months),Buy Price,Sell Price,Profit/Loss,Effective Annual Gain (%),Status
2011-08-02,2012-09-17,13.73,185.76,192.85,3812.27,3.37,Completed
2013-07-25,2014-03-28,8.2,169.97,228.95,34695.4,55.57,Completed
2015-06-12,2017-05-04,23.07,269.05,270.73,625.11,0.33,Completed
2018-06-26,2018-11-05,4.4,288.1,349.65,21364.1,70.81,Completed
2020-05-18,2020-11-20,6.2,298.5,480.2,60871.03,154.21,Completed
2022-06-10,2022-08-24,2.5,720.0,873.3,21291.66,155.85,Completed
