Entry Date,Exit Date,Holding Period (Months),Buy Price,Sell Price,Profit/Loss,Effective Annual Gain (%),Status
2011-02-16,2012-03-14,13.07,94.45,120.4,27474.86,25.36,Completed
2014-03-27,2014-09-12,5.63,141.8,169.55,19569.82,47.11,Completed
2015-04-21,2016-10-05,17.77,150.2,153.3,2063.92,1.41,Completed
2018-07-24,2019-07-05,11.53,246.3,266.6,8241.98,8.71,Completed
2022-02-24,2022-08-29,6.2,677.7,806.15,18953.82,40.58,Completed
2023-02-09,2023-07-18,5.3,721.95,858.7,18941.75,48.91,Completed
2024-11-25,Still Holding,1.47,955.7,961.6,617.34,,Holding
