Entry Date,Exit Date,Holding Period (Months),Buy Price,Sell Price,Profit/Loss,Effective Annual Gain (%),Status
2022-03-25,2022-07-25,4.07,2336.85,3086.7,32088.06,129.93,Completed
2023-03-27,2023-11-03,7.37,2885.55,3428.0,18798.84,32.91,Completed
