Entry Date,Exit Date,Holding Period (Months),Buy Price,Sell Price,Profit/Loss,Effective Annual Gain (%),Status
2011-12-08,2012-07-30,7.83,313.5,355.8,13492.82,21.72,Completed
2013-03-11,2014-05-21,14.53,320.4,370.9,15761.55,13.04,Completed
2015-11-04,2023-11-13,97.7,330.45,349.35,5719.47,0.7,Completed
2024-12-26,Still Holding,0.5,386.6,368.5,-4681.84,,Holding
