Entry Date,Exit Date,Holding Period (Months),Buy Price,Sell Price,Profit/Loss,Effective Annual Gain (%),Status
2011-05-12,2011-10-28,5.63,52.8,68.6,29924.24,76.01,Completed
2012-03-13,2013-01-15,10.27,44.9,47.3,5345.21,6.37,Completed
2013-06-11,2013-11-22,5.47,35.0,50.95,45571.43,130.64,Completed
2018-05-21,2021-02-01,32.9,564.05,577.2,2331.36,0.86,Completed
