Entry Date,Exit Date,Holding Period (Months),Buy Price,Sell Price,Profit/Loss,Effective Annual Gain (%),Status
2013-12-11,2014-06-05,5.87,850.4,958.15,12670.51,28.07,Completed
2016-06-28,2019-01-14,31.0,1319.15,1322.6,261.53,0.1,Completed
2022-05-11,2022-11-24,6.57,3679.65,4815.05,30856.19,64.59,Completed
