Entry Date,Exit Date,Holding Period (Months),Buy Price,Sell Price,Profit/Loss,Effective Annual Gain (%),Status
2011-09-12,2012-02-16,5.23,492.85,612.67,24312.67,65.86,Completed
2015-11-04,2016-08-08,9.27,1266.9,1324.75,4566.26,6.04,Completed
2016-11-22,2017-05-26,6.17,1067.5,1289.12,20761.12,45.09,Completed
2020-03-16,2020-09-02,5.67,1696.4,2265.15,33526.87,86.04,Completed
2022-06-01,2023-02-13,8.57,3355.2,3482.4,3791.13,5.43,Completed
