Entry Date,Exit Date,Holding Period (Months),Buy Price,Sell Price,Profit/Loss,Effective Annual Gain (%),Status
2022-06-06,2023-09-11,15.4,657.9,717.4,9043.93,7.08,Completed
2024-10-16,Still Holding,2.87,892.6,779.15,-12710.06,,Holding
