Entry Date,Exit Date,Holding Period (Months),Buy Price,Sell Price,Profit/Loss,Effective Annual Gain (%),Status
2015-11-19,2016-09-08,9.8,242.18,251.23,3734.98,4.66,Completed
2018-06-26,2018-11-05,4.4,288.1,349.65,21364.1,70.81,Completed
2020-05-18,2020-11-20,6.2,298.5,480.2,60871.03,154.21,Completed
2022-06-10,2022-08-24,2.5,720.0,873.3,21291.66,155.85,Completed
