Entry Date,Exit Date,Holding Period (Months),Buy Price,Sell Price,Profit/Loss,Effective Annual Gain (%),Status
2020-05-05,2020-11-25,6.8,462.92,871.78,88320.88,210.35,Completed
2022-05-02,2023-09-28,17.13,1495.74,1539.7,2938.67,2.08,Completed
2024-08-19,2024-09-20,1.07,1551.1,1916.8,23576.82,1018.55,Completed
