Entry Date,Exit Date,Holding Period (Months),Buy Price,Sell Price,Profit/Loss,Effective Annual Gain (%),Status
2015-12-18,2017-06-05,17.83,103.91,104.17,243.6,0.17,Completed
2018-05-25,2018-10-26,5.13,99.23,120.23,21164.02,57.62,Completed
2019-10-07,2020-09-07,11.2,118.53,139.38,17591.22,19.25,Completed
2022-04-25,2024-02-16,22.07,264.67,271.5,2578.64,1.41,Completed
