Entry Date,Exit Date,Holding Period (Months),Buy Price,Sell Price,Profit/Loss,Effective Annual Gain (%),Status
2017-12-11,2018-06-08,5.97,372.9,420.45,12751.41,27.73,Completed
2018-09-21,2019-06-10,8.73,338.75,379.0,11881.92,16.93,Completed
2022-02-08,2023-07-25,17.73,515.9,577.0,11843.38,7.98,Completed
