Entry Date,Exit Date,Holding Period (Months),Buy Price,Sell Price,Profit/Loss,Effective Annual Gain (%),Status
2016-01-15,2016-07-01,5.6,250.3,310.8,24170.99,60.06,Completed
2017-01-20,2017-07-05,5.53,275.9,297.85,7955.79,18.33,Completed
2019-05-16,2019-10-14,5.03,361.05,455.0,26021.33,74.9,Completed
2022-02-18,2024-06-28,28.7,547.8,600.7,9656.81,3.99,Completed
2025-01-06,Still Holding,0.13,504.85,517.9,2584.93,,Holding
