Entry Date,Exit Date,Holding Period (Months),Buy Price,Sell Price,Profit/Loss,Effective Annual Gain (%),Status
2015-11-05,2016-03-29,4.83,243.65,302.1,23989.33,71.82,Completed
2019-11-19,2020-09-30,10.53,665.75,677.85,1817.5,2.1,Completed
