Entry Date,Exit Date,Holding Period (Months),Buy Price,Sell Price,Profit/Loss,Effective Annual Gain (%),Status
2018-06-25,2019-07-01,12.37,128.88,142.55,10611.06,10.43,Completed
2019-11-07,2021-06-16,19.57,119.55,119.8,209.12,0.13,Completed
