Entry Date,Exit Date,Holding Period (Months),Buy Price,Sell Price,Profit/Loss,Effective Annual Gain (%),Status
2015-11-05,2016-06-29,7.9,19892.6,22686.2,14043.41,22.43,Completed
2017-11-03,2023-11-23,73.7,21047.9,21207.3,757.32,0.12,Completed
