Entry Date,Exit Date,Holding Period (Months),Buy Price,Sell Price,Profit/Loss,Effective Annual Gain (%),Status
2015-11-05,2023-09-01,95.23,129.6,136.15,5054.0,0.63,Completed
2024-12-13,Still Holding,0.93,242.75,204.49,-15761.07,,Holding
