Entry Date,Exit Date,Holding Period (Months),Buy Price,Sell Price,Profit/Loss,Effective Annual Gain (%),Status
2015-11-13,2016-08-08,8.97,751.05,872.25,16137.41,22.51,Completed
2017-04-19,2017-07-05,2.57,826.4,1024.55,23977.49,176.99,Completed
2018-07-02,2018-08-27,1.87,1194.7,1595.85,33577.47,559.95,Completed
2022-03-07,2023-07-13,16.43,4287.9,4625.5,7873.32,5.77,Completed
