Entry Date,Exit Date,Holding Period (Months),Buy Price,Sell Price,Profit/Loss,Effective Annual Gain (%),Status
2015-11-05,2016-10-20,11.67,284.1,285.25,404.78,0.42,Completed
2018-06-07,2019-05-20,11.57,380.05,400.1,5275.63,5.56,Completed
2019-12-30,2020-11-05,10.37,365.95,368.65,737.8,0.87,Completed
2024-12-23,Still Holding,0.6,1191.8,1112.2,-6678.98,,Holding
