Entry Date,Exit Date,Holding Period (Months),Buy Price,Sell Price,Profit/Loss,Effective Annual Gain (%),Status
2011-02-04,2011-07-26,5.73,158.68,194.11,22333.39,53.38,Completed
2011-10-04,2012-06-20,8.67,136.75,171.43,25356.49,37.34,Completed
2015-06-29,2017-11-28,29.43,483.35,499.7,3382.64,1.38,Completed
2020-05-04,2020-10-13,5.4,502.45,868.2,72793.31,242.9,Completed
2022-05-19,2023-03-13,9.93,1108.35,1133.8,2296.21,2.82,Completed
