Entry Date,Exit Date,Holding Period (Months),Buy Price,Sell Price,Profit/Loss,Effective Annual Gain (%),Status
2020-10-30,2020-12-28,1.97,64.9,93.8,44530.05,876.27,Completed
2022-07-26,2023-02-17,6.87,128.2,156.6,22152.89,42.55,Completed
2024-12-31,Still Holding,0.33,239.25,263.02,9935.21,,Holding
