Entry Date,Exit Date,Holding Period (Months),Buy Price,Sell Price,Profit/Loss,Effective Annual Gain (%),Status
2021-03-18,2021-07-20,4.13,1183.38,1480.75,25129.4,93.46,Completed
2022-03-22,2022-10-11,6.77,1381.1,1588.1,14988.05,28.55,Completed
