Entry Date,Exit Date,Holding Period (Months),Buy Price,Sell Price,Profit/Loss,Effective Annual Gain (%),Status
2020-10-30,2021-02-17,3.67,26.75,41.7,55887.85,336.3,Completed
2022-03-07,2022-11-11,8.3,34.2,44.75,30847.95,48.31,Completed
2024-10-10,Still Holding,3.07,103.69,98.64,-4870.29,,Holding
